,IDProducto,Categoria,SubCategoria,IDPdv,Valor,Fecha,PreSugerido,Ciudad,Depto,Cadena,Regional
197,122891,Limpiadores Especializados,Bronce Y Otros Pulidores De Metales,1596941,11000,2021-10-02,8500,Santiago De Cali,VALLE DEL CAUCA,Grupo Comercial Éxito,Pacifico
198,122891,Limpiadores Especializados,Bronce Y Otros Pulidores De Metales,1596941,11500,2022-05-04,8500,Santiago De Cali,VALLE DEL CAUCA,Grupo Comercial Éxito,Pacifico
199,122910,Limpiadores Especializados,Limpiadores De Hornos,1596941,10100,2022-05-04,9800,Santiago De Cali,VALLE DEL CAUCA,Grupo Comercial Éxito,Pacifico
200,122926,Limpiadores Especializados,Pulidores De Metales En Plata,1596941,23300,2021-10-02,21550,Santiago De Cali,VALLE DEL CAUCA,Grupo Comercial Éxito,Pacifico
201,122926,Limpiadores Especializados,Pulidores De Metales En Plata,1596941,29100,2022-05-04,21550,Santiago De Cali,VALLE DEL CAUCA,Grupo Comercial Éxito,Pacifico
202,122938,Desmanchadores,Liquido Rosa,1596941,38800,2022-05-04,30250,Santiago De Cali,VALLE DEL CAUCA,Grupo Comercial Éxito,Pacifico
203,122939,Desmanchadores,Liquido Rosa,1596941,12700,2021-10-02,15900,Santiago De Cali,VALLE DEL CAUCA,Grupo Comercial Éxito,Pacifico
204,122939,Desmanchadores,Liquido Rosa,1596941,17200,2022-05-04,15900,Santiago De Cali,VALLE DEL CAUCA,Grupo Comercial Éxito,Pacifico
205,122942,Desmanchadores,Liquido Blanco,1596941,12700,2021-10-02,15900,Santiago De Cali,VALLE DEL CAUCA,Grupo Comercial Éxito,Pacifico
206,122946,Desmanchadores,Polvo Blanco,1596941,20500,2021-10-02,22700,Santiago De Cali,VALLE DEL CAUCA,Grupo Comercial Éxito,Pacifico
207,122947,Desmanchadores,Polvo Rosa,1596941,20500,2021-10-02,22700,Santiago De Cali,VALLE DEL CAUCA,Grupo Comercial Éxito,Pacifico
208,122947,Desmanchadores,Polvo Rosa,1596941,28600,2022-05-04,22700,Santiago De Cali,VALLE DEL CAUCA,Grupo Comercial Éxito,Pacifico
209,123057,Ceras,Especializados,1596941,19300,2021-10-02,16200,Santiago De Cali,VALLE DEL CAUCA,Grupo Comercial Éxito,Pacifico
210,123057,Ceras,Especializados,1596941,24400,2022-05-04,16200,Santiago De Cali,VALLE DEL CAUCA,Grupo Comercial Éxito,Pacifico
211,122898,Betun,Liquidos Cherry,1596941,7100,2021-10-02,8250,Santiago De Cali,VALLE DEL CAUCA,Grupo Comercial Éxito,Pacifico
212,122898,Betun,Liquidos Cherry,1596941,10200,2022-05-04,8250,Santiago De Cali,VALLE DEL CAUCA,Grupo Comercial Éxito,Pacifico
213,123038,Desinfeccion,Aerosoles,1596941,13000,2021-10-02,13800,Santiago De Cali,VALLE DEL CAUCA,Grupo Comercial Éxito,Pacifico
214,123039,Desinfeccion,Aerosoles,1596941,13000,2021-10-02,13800,Santiago De Cali,VALLE DEL CAUCA,Grupo Comercial Éxito,Pacifico
215,123040,Desinfeccion,Pañitos,1596941,11700,2021-10-02,9800,Santiago De Cali,VALLE DEL CAUCA,Grupo Comercial Éxito,Pacifico
216,123040,Desinfeccion,Pañitos,1596941,11300,2022-05-04,9800,Santiago De Cali,VALLE DEL CAUCA,Grupo Comercial Éxito,Pacifico
217,123048,Desinfeccion,Aerosoles,1596941,12000,2022-05-04,13800,Santiago De Cali,VALLE DEL CAUCA,Grupo Comercial Éxito,Pacifico
218,122906,Limpia Vidrios,Vidrios Repuesto,1596941,5500,2021-10-02,6000,Santiago De Cali,VALLE DEL CAUCA,Grupo Comercial Éxito,Pacifico
219,122906,Limpia Vidrios,Vidrios Repuesto,1596941,8000,2022-05-04,6000,Santiago De Cali,VALLE DEL CAUCA,Grupo Comercial Éxito,Pacifico
220,122954,Prelavado,Prelavado Repuesto,1596941,11500,2021-10-02,10700,Santiago De Cali,VALLE DEL CAUCA,Grupo Comercial Éxito,Pacifico
221,122954,Prelavado,Prelavado Repuesto,1596941,14900,2022-05-04,10700,Santiago De Cali,VALLE DEL CAUCA,Grupo Comercial Éxito,Pacifico
222,122902,Quitagrasa,Quitagrasa Pistola,1597389,9310,2021-10-02,11350,Tunja,BOYACA,Paraiso,Cundi-Boyaca
223,122902,Quitagrasa,Quitagrasa Pistola,1597389,11080,2022-03-17,11350,Tunja,BOYACA,Paraiso,Cundi-Boyaca
224,122902,Quitagrasa,Quitagrasa Pistola,1597389,11080,2022-04-18,11350,Tunja,BOYACA,Paraiso,Cundi-Boyaca
225,122907,Quitagrasa,Quitagrasa Repuesto,1597389,5860,2021-10-02,7100,Tunja,BOYACA,Paraiso,Cundi-Boyaca
226,122907,Quitagrasa,Quitagrasa Repuesto,1597389,6980,2022-03-17,7100,Tunja,BOYACA,Paraiso,Cundi-Boyaca
227,122907,Quitagrasa,Quitagrasa Repuesto,1597389,6980,2022-04-18,7100,Tunja,BOYACA,Paraiso,Cundi-Boyaca
228,125033,Limpia Vidrios,Vidrios Pistola,1597389,15100,2022-03-17,0,Tunja,BOYACA,Paraiso,Cundi-Boyaca
229,125033,Limpia Vidrios,Vidrios Pistola,1597389,16400,2022-04-18,0,Tunja,BOYACA,Paraiso,Cundi-Boyaca
230,123034,Limpia Baños,Pastillas Blanco,1597389,11420,2022-04-18,10750,Tunja,BOYACA,Paraiso,Cundi-Boyaca
231,123035,Limpia Baños,Pastillas Azules,1597389,10500,2022-03-17,10750,Tunja,BOYACA,Paraiso,Cundi-Boyaca
232,123035,Limpia Baños,Pastillas Azules,1597389,11460,2022-04-18,10750,Tunja,BOYACA,Paraiso,Cundi-Boyaca
233,122961,Detergentes,Ropa Oscura 500ml,1597389,4880,2021-10-02,7600,Tunja,BOYACA,Paraiso,Cundi-Boyaca
234,122961,Detergentes,Ropa Oscura 500ml,1597389,4880,2021-10-02,7600,Tunja,BOYACA,Paraiso,Cundi-Boyaca
235,122961,Detergentes,Ropa Oscura 500ml,1597389,7780,2022-03-17,7600,Tunja,BOYACA,Paraiso,Cundi-Boyaca
236,122964,Detergentes,Ropa Oscura 900ml,1597389,14390,2021-10-02,13650,Tunja,BOYACA,Paraiso,Cundi-Boyaca
237,122964,Detergentes,Ropa Oscura 900ml,1597389,13950,2022-03-17,13650,Tunja,BOYACA,Paraiso,Cundi-Boyaca
238,122965,Detergentes,Todos Los Dias 900ml,1597389,12800,2022-03-17,12350,Tunja,BOYACA,Paraiso,Cundi-Boyaca
239,122968,Detergentes,Todos Los Dias 300ml,1597389,3790,2022-03-17,3950,Tunja,BOYACA,Paraiso,Cundi-Boyaca
240,123037,Limpia Baños,Pastillas Azules,1597389,6180,2022-03-17,6250,Tunja,BOYACA,Paraiso,Cundi-Boyaca
241,123037,Limpia Baños,Pastillas Azules,1597389,6650,2022-04-18,6250,Tunja,BOYACA,Paraiso,Cundi-Boyaca
242,123056,Cuidado Muebles,Cubrerasguños,1597389,10800,2022-03-17,9600,Tunja,BOYACA,Paraiso,Cundi-Boyaca
243,123058,Cuidado Muebles,Lustramuebles,1597389,9960,2022-03-17,10000,Tunja,BOYACA,Paraiso,Cundi-Boyaca
244,122909,Limpiadores Especializados,Limpiadores De Hornos,1597389,7310,2021-10-02,10650,Tunja,BOYACA,Paraiso,Cundi-Boyaca
245,122909,Limpiadores Especializados,Limpiadores De Hornos,1597389,10410,2022-03-17,10650,Tunja,BOYACA,Paraiso,Cundi-Boyaca
246,122909,Limpiadores Especializados,Limpiadores De Hornos,1597389,10040,2022-04-18,10650,Tunja,BOYACA,Paraiso,Cundi-Boyaca
247,122910,Limpiadores Especializados,Limpiadores De Hornos,1597389,8740,2021-10-02,10650,Tunja,BOYACA,Paraiso,Cundi-Boyaca
248,122910,Limpiadores Especializados,Limpiadores De Hornos,1597389,10410,2022-03-17,10650,Tunja,BOYACA,Paraiso,Cundi-Boyaca
249,122910,Limpiadores Especializados,Limpiadores De Hornos,1597389,10040,2022-04-18,10650,Tunja,BOYACA,Paraiso,Cundi-Boyaca
250,122929,Desmanchadores,Liquido Blanco,1597389,7990,2022-03-17,7600,Tunja,BOYACA,Paraiso,Cundi-Boyaca
251,122935,Desmanchadores,Liquido Blanco,1597389,3500,2022-03-17,3200,Tunja,BOYACA,Paraiso,Cundi-Boyaca
252,122936,Desmanchadores,Liquido Rosa,1597389,3500,2022-03-17,3200,Tunja,BOYACA,Paraiso,Cundi-Boyaca
253,122936,Desmanchadores,Liquido Rosa,1597389,3340,2022-04-18,3200,Tunja,BOYACA,Paraiso,Cundi-Boyaca
254,122946,Desmanchadores,Polvo Blanco,1597389,20150,2021-10-02,24550,Tunja,BOYACA,Paraiso,Cundi-Boyaca
255,122946,Desmanchadores,Polvo Blanco,1597389,23980,2022-03-17,24550,Tunja,BOYACA,Paraiso,Cundi-Boyaca
256,122947,Desmanchadores,Polvo Rosa,1597389,23980,2022-03-17,24550,Tunja,BOYACA,Paraiso,Cundi-Boyaca
257,122948,Desmanchadores,Polvo Blanco,1597389,14570,2021-10-02,17750,Tunja,BOYACA,Paraiso,Cundi-Boyaca
258,122948,Desmanchadores,Polvo Blanco,1597389,14100,2022-03-17,17750,Tunja,BOYACA,Paraiso,Cundi-Boyaca
259,122949,Desmanchadores,Polvo Blanco,1597389,14570,2021-10-02,17750,Tunja,BOYACA,Paraiso,Cundi-Boyaca
260,122949,Desmanchadores,Polvo Blanco,1597389,17400,2022-03-17,17750,Tunja,BOYACA,Paraiso,Cundi-Boyaca
261,123054,Limpia Pisos Especializados,Pisos,1597389,7600,2022-03-17,5950,Tunja,BOYACA,Paraiso,Cundi-Boyaca
262,123055,Limpia Pisos Especializados,Pisos,1597389,7600,2022-03-17,5950,Tunja,BOYACA,Paraiso,Cundi-Boyaca
263,122917,Limpia Pisos,Vainilla,1597389,12670,2022-03-17,12950,Tunja,BOYACA,Paraiso,Cundi-Boyaca
264,122918,Limpia Pisos,Lavanda,1597389,12670,2022-03-17,12950,Tunja,BOYACA,Paraiso,Cundi-Boyaca
265,123082,Desmanchadores,Liquido Blanco,1597389,18030,2022-03-17,17650,Tunja,BOYACA,Paraiso,Cundi-Boyaca
266,123082,Desmanchadores,Liquido Blanco,1597389,18480,2022-04-18,17650,Tunja,BOYACA,Paraiso,Cundi-Boyaca
267,123083,Desmanchadores,Liquido Rosa,1597389,18030,2022-03-17,17650,Tunja,BOYACA,Paraiso,Cundi-Boyaca
268,123059,Ceras,Brillo Instantaneo,1597389,10770,2022-03-17,10300,Tunja,BOYACA,Paraiso,Cundi-Boyaca
269,124972,Ceras,Brillo Instantaneo,1597389,10050,2022-03-17,0,Tunja,BOYACA,Paraiso,Cundi-Boyaca
270,123067,Limpia Pisos,Energia,1597389,3600,2022-03-17,3650,Tunja,BOYACA,Paraiso,Cundi-Boyaca
271,123068,Limpia Pisos,Tranquilidad,1597389,3600,2022-03-17,3650,Tunja,BOYACA,Paraiso,Cundi-Boyaca
272,123069,Limpia Pisos,Vainilla,1597389,3600,2022-03-17,3650,Tunja,BOYACA,Paraiso,Cundi-Boyaca
273,123069,Limpia Pisos,Vainilla,1597389,3860,2022-04-18,3650,Tunja,BOYACA,Paraiso,Cundi-Boyaca
274,123070,Limpia Pisos,Lavanda,1597389,3600,2022-03-17,3650,Tunja,BOYACA,Paraiso,Cundi-Boyaca
275,123071,Limpia Pisos,Canela Manzana,1597389,3600,2022-03-17,3650,Tunja,BOYACA,Paraiso,Cundi-Boyaca
276,123075,Limpia Pisos,Tranquilidad,1597389,7530,2022-03-17,7200,Tunja,BOYACA,Paraiso,Cundi-Boyaca
277,123076,Limpia Pisos,Canela Manzana,1597389,7540,2022-03-17,7200,Tunja,BOYACA,Paraiso,Cundi-Boyaca
278,123077,Limpia Pisos,Lavanda,1597389,7040,2022-03-17,7200,Tunja,BOYACA,Paraiso,Cundi-Boyaca
279,123078,Limpia Pisos,Vainilla,1597389,7040,2022-03-17,7200,Tunja,BOYACA,Paraiso,Cundi-Boyaca
280,122895,Betun,Pasta 30gr Cherry,1597389,3970,2021-10-02,4750,Tunja,BOYACA,Paraiso,Cundi-Boyaca
281,122895,Betun,Pasta 30gr Cherry,1597389,5040,2022-03-17,4750,Tunja,BOYACA,Paraiso,Cundi-Boyaca
282,122895,Betun,Pasta 30gr Cherry,1597389,4710,2022-04-18,4750,Tunja,BOYACA,Paraiso,Cundi-Boyaca
283,122898,Betun,Liquidos Cherry,1597389,7960,2021-10-02,8900,Tunja,BOYACA,Paraiso,Cundi-Boyaca
284,122898,Betun,Liquidos Cherry,1597389,7960,2022-03-17,8900,Tunja,BOYACA,Paraiso,Cundi-Boyaca
285,125015,Betun,Pasta 65gr Cherry,1597389,10600,2022-03-17,0,Tunja,BOYACA,Paraiso,Cundi-Boyaca
286,125015,Betun,Pasta 65gr Cherry,1597389,10600,2022-04-18,0,Tunja,BOYACA,Paraiso,Cundi-Boyaca
287,123048,Desinfeccion,Aerosoles,1597389,13120,2022-03-17,14900,Tunja,BOYACA,Paraiso,Cundi-Boyaca
288,122901,Limpia Vidrios,Vidrios Pistola,1597389,8500,2021-10-02,10350,Tunja,BOYACA,Paraiso,Cundi-Boyaca
289,122901,Limpia Vidrios,Vidrios Pistola,1597389,10120,2022-03-17,10350,Tunja,BOYACA,Paraiso,Cundi-Boyaca
290,122901,Limpia Vidrios,Vidrios Pistola,1597389,10840,2022-04-18,10350,Tunja,BOYACA,Paraiso,Cundi-Boyaca
291,122906,Limpia Vidrios,Vidrios Repuesto,1597389,5320,2021-10-02,6450,Tunja,BOYACA,Paraiso,Cundi-Boyaca
292,122906,Limpia Vidrios,Vidrios Repuesto,1597389,6340,2022-03-17,6450,Tunja,BOYACA,Paraiso,Cundi-Boyaca
293,122906,Limpia Vidrios,Vidrios Repuesto,1597389,6790,2022-04-18,6450,Tunja,BOYACA,Paraiso,Cundi-Boyaca
294,122902,Quitagrasa,Quitagrasa Pistola,1596954,8220,2021-10-04,11350,Envigado,ANTIOQUIA,Inversiones Euro,Antioquia-Choco
295,122902,Quitagrasa,Quitagrasa Pistola,1596954,8220,2021-11-04,11350,Envigado,ANTIOQUIA,Inversiones Euro,Antioquia-Choco
296,122907,Quitagrasa,Quitagrasa Repuesto,1596954,5170,2021-11-04,7100,Envigado,ANTIOQUIA,Inversiones Euro,Antioquia-Choco
297,123056,Cuidado Muebles,Cubrerasguños,1596954,8200,2021-10-04,9600,Envigado,ANTIOQUIA,Inversiones Euro,Antioquia-Choco
298,123056,Cuidado Muebles,Cubrerasguños,1596954,8200,2021-11-04,9600,Envigado,ANTIOQUIA,Inversiones Euro,Antioquia-Choco
299,122909,Limpiadores Especializados,Limpiadores De Hornos,1596954,7700,2021-10-04,10650,Envigado,ANTIOQUIA,Inversiones Euro,Antioquia-Choco
300,122909,Limpiadores Especializados,Limpiadores De Hornos,1596954,7700,2021-11-04,10650,Envigado,ANTIOQUIA,Inversiones Euro,Antioquia-Choco
301,122910,Limpiadores Especializados,Limpiadores De Hornos,1596954,7700,2021-10-04,10650,Envigado,ANTIOQUIA,Inversiones Euro,Antioquia-Choco
302,122910,Limpiadores Especializados,Limpiadores De Hornos,1596954,7700,2021-11-04,10650,Envigado,ANTIOQUIA,Inversiones Euro,Antioquia-Choco
303,122926,Limpiadores Especializados,Pulidores De Metales En Plata,1596954,20040,2021-11-04,23350,Envigado,ANTIOQUIA,Inversiones Euro,Antioquia-Choco
304,122935,Desmanchadores,Liquido Blanco,1596954,2960,2021-10-04,3200,Envigado,ANTIOQUIA,Inversiones Euro,Antioquia-Choco
305,122935,Desmanchadores,Liquido Blanco,1596954,2960,2021-11-04,3200,Envigado,ANTIOQUIA,Inversiones Euro,Antioquia-Choco
306,122936,Desmanchadores,Liquido Rosa,1596954,2960,2021-11-04,3200,Envigado,ANTIOQUIA,Inversiones Euro,Antioquia-Choco
307,122939,Desmanchadores,Liquido Rosa,1596954,12020,2021-10-04,17200,Envigado,ANTIOQUIA,Inversiones Euro,Antioquia-Choco
308,122939,Desmanchadores,Liquido Rosa,1596954,12020,2021-11-04,17200,Envigado,ANTIOQUIA,Inversiones Euro,Antioquia-Choco
309,122942,Desmanchadores,Liquido Blanco,1596954,12020,2021-10-04,17200,Envigado,ANTIOQUIA,Inversiones Euro,Antioquia-Choco
310,122942,Desmanchadores,Liquido Blanco,1596954,12020,2021-11-04,17200,Envigado,ANTIOQUIA,Inversiones Euro,Antioquia-Choco
311,122946,Desmanchadores,Polvo Blanco,1596954,17780,2021-10-04,24550,Envigado,ANTIOQUIA,Inversiones Euro,Antioquia-Choco
312,122946,Desmanchadores,Polvo Blanco,1596954,17780,2021-11-04,24550,Envigado,ANTIOQUIA,Inversiones Euro,Antioquia-Choco
313,122947,Desmanchadores,Polvo Rosa,1596954,17780,2021-10-04,24550,Envigado,ANTIOQUIA,Inversiones Euro,Antioquia-Choco
314,122947,Desmanchadores,Polvo Rosa,1596954,17780,2021-11-04,24550,Envigado,ANTIOQUIA,Inversiones Euro,Antioquia-Choco
315,122948,Desmanchadores,Polvo Blanco,1596954,12850,2021-10-04,17750,Envigado,ANTIOQUIA,Inversiones Euro,Antioquia-Choco
316,122948,Desmanchadores,Polvo Blanco,1596954,12850,2021-11-04,17750,Envigado,ANTIOQUIA,Inversiones Euro,Antioquia-Choco
317,123048,Desinfeccion,Aerosoles,1596954,12450,2021-10-04,14900,Envigado,ANTIOQUIA,Inversiones Euro,Antioquia-Choco
318,122901,Limpia Vidrios,Vidrios Pistola,1596954,7940,2021-10-04,10350,Envigado,ANTIOQUIA,Inversiones Euro,Antioquia-Choco
319,122901,Limpia Vidrios,Vidrios Pistola,1596954,7490,2021-11-04,10350,Envigado,ANTIOQUIA,Inversiones Euro,Antioquia-Choco
320,122906,Limpia Vidrios,Vidrios Repuesto,1596954,4690,2021-10-04,6450,Envigado,ANTIOQUIA,Inversiones Euro,Antioquia-Choco
321,122906,Limpia Vidrios,Vidrios Repuesto,1596954,4690,2021-11-04,6450,Envigado,ANTIOQUIA,Inversiones Euro,Antioquia-Choco
322,122902,Quitagrasa,Quitagrasa Pistola,1597172,10800,2021-10-05,10450,Santiago De Cali,VALLE DEL CAUCA,Grupo Comercial Éxito,Pacifico
323,122905,Quitagrasa,Multiusos Repuesto,1597172,6910,2021-10-05,7450,Santiago De Cali,VALLE DEL CAUCA,Grupo Comercial Éxito,Pacifico
324,122907,Quitagrasa,Quitagrasa Repuesto,1597172,5780,2021-10-05,6600,Santiago De Cali,VALLE DEL CAUCA,Grupo Comercial Éxito,Pacifico
325,122908,Quitagrasa,Multiusos Pistola,1597172,13100,2021-10-05,11950,Santiago De Cali,VALLE DEL CAUCA,Grupo Comercial Éxito,Pacifico
326,122956,Detergentes,Ropa Oscura 1800ml,1597172,17800,2021-10-05,21000,Santiago De Cali,VALLE DEL CAUCA,Grupo Comercial Éxito,Pacifico
327,122956,Detergentes,Ropa Oscura 1800ml,1597172,15600,2021-10-11,21000,Santiago De Cali,VALLE DEL CAUCA,Grupo Comercial Éxito,Pacifico
328,122956,Detergentes,Ropa Oscura 1800ml,1597172,21200,2022-01-03,21000,Santiago De Cali,VALLE DEL CAUCA,Grupo Comercial Éxito,Pacifico
329,122957,Detergentes,Todos Los Dias 1800ml,1597172,15600,2021-10-05,19100,Santiago De Cali,VALLE DEL CAUCA,Grupo Comercial Éxito,Pacifico
330,122957,Detergentes,Todos Los Dias 1800ml,1597172,15600,2021-10-11,19100,Santiago De Cali,VALLE DEL CAUCA,Grupo Comercial Éxito,Pacifico
331,122957,Detergentes,Todos Los Dias 1800ml,1597172,19600,2022-01-03,19100,Santiago De Cali,VALLE DEL CAUCA,Grupo Comercial Éxito,Pacifico
332,122958,Detergentes,Todos Los Dias 3785ml,1597172,37750,2021-10-05,43450,Santiago De Cali,VALLE DEL CAUCA,Grupo Comercial Éxito,Pacifico
333,122958,Detergentes,Todos Los Dias 3785ml,1597172,37750,2021-10-11,43450,Santiago De Cali,VALLE DEL CAUCA,Grupo Comercial Éxito,Pacifico
334,122958,Detergentes,Todos Los Dias 3785ml,1597172,40500,2022-01-03,43450,Santiago De Cali,VALLE DEL CAUCA,Grupo Comercial Éxito,Pacifico
335,122959,Detergentes,Ropa Oscura 3785ml,1597172,40450,2021-10-05,47800,Santiago De Cali,VALLE DEL CAUCA,Grupo Comercial Éxito,Pacifico
336,122959,Detergentes,Ropa Oscura 3785ml,1597172,40450,2021-10-11,47800,Santiago De Cali,VALLE DEL CAUCA,Grupo Comercial Éxito,Pacifico
337,122959,Detergentes,Ropa Oscura 3785ml,1597172,43350,2022-01-03,47800,Santiago De Cali,VALLE DEL CAUCA,Grupo Comercial Éxito,Pacifico
338,122969,Detergentes,Ropa Bebe 2000ml,1597172,24450,2021-10-05,30550,Santiago De Cali,VALLE DEL CAUCA,Grupo Comercial Éxito,Pacifico
339,122969,Detergentes,Ropa Bebe 2000ml,1597172,24450,2021-10-11,30550,Santiago De Cali,VALLE DEL CAUCA,Grupo Comercial Éxito,Pacifico
340,123036,Limpia Baños,Pastillas Azules,1597172,21150,2022-01-03,18150,Santiago De Cali,VALLE DEL CAUCA,Grupo Comercial Éxito,Pacifico
341,122911,Lava Vajillas,Tabletas,1597172,27150,2021-10-05,30100,Santiago De Cali,VALLE DEL CAUCA,Grupo Comercial Éxito,Pacifico
342,122911,Lava Vajillas,Tabletas,1597172,27150,2021-10-11,30100,Santiago De Cali,VALLE DEL CAUCA,Grupo Comercial Éxito,Pacifico
343,122912,Lava Vajillas,Abrillantador,1597172,20000,2021-10-05,26400,Santiago De Cali,VALLE DEL CAUCA,Grupo Comercial Éxito,Pacifico
344,122912,Lava Vajillas,Abrillantador,1597172,20000,2021-10-11,26400,Santiago De Cali,VALLE DEL CAUCA,Grupo Comercial Éxito,Pacifico
345,123030,Lava Vajillas,Polvo,1597172,36500,2021-10-05,40100,Santiago De Cali,VALLE DEL CAUCA,Grupo Comercial Éxito,Pacifico
346,123030,Lava Vajillas,Polvo,1597172,36500,2021-10-11,40100,Santiago De Cali,VALLE DEL CAUCA,Grupo Comercial Éxito,Pacifico
347,123030,Lava Vajillas,Polvo,1597172,47800,2022-01-03,40100,Santiago De Cali,VALLE DEL CAUCA,Grupo Comercial Éxito,Pacifico
348,123056,Cuidado Muebles,Cubrerasguños,1597172,9090,2021-10-05,8850,Santiago De Cali,VALLE DEL CAUCA,Grupo Comercial Éxito,Pacifico
349,123056,Cuidado Muebles,Cubrerasguños,1597172,9090,2021-10-11,8850,Santiago De Cali,VALLE DEL CAUCA,Grupo Comercial Éxito,Pacifico
350,123056,Cuidado Muebles,Cubrerasguños,1597172,9330,2022-01-03,8850,Santiago De Cali,VALLE DEL CAUCA,Grupo Comercial Éxito,Pacifico
351,123058,Cuidado Muebles,Lustramuebles,1597172,10900,2021-10-05,9250,Santiago De Cali,VALLE DEL CAUCA,Grupo Comercial Éxito,Pacifico
352,123058,Cuidado Muebles,Lustramuebles,1597172,10900,2021-10-11,9250,Santiago De Cali,VALLE DEL CAUCA,Grupo Comercial Éxito,Pacifico
353,123058,Cuidado Muebles,Lustramuebles,1597172,10900,2022-01-03,9250,Santiago De Cali,VALLE DEL CAUCA,Grupo Comercial Éxito,Pacifico
354,122891,Limpiadores Especializados,Bronce Y Otros Pulidores De Metales,1597172,10750,2021-10-11,8500,Santiago De Cali,VALLE DEL CAUCA,Grupo Comercial Éxito,Pacifico
355,122891,Limpiadores Especializados,Bronce Y Otros Pulidores De Metales,1597172,10900,2022-01-03,8500,Santiago De Cali,VALLE DEL CAUCA,Grupo Comercial Éxito,Pacifico
356,122909,Limpiadores Especializados,Limpiadores De Hornos,1597172,8560,2021-10-05,9800,Santiago De Cali,VALLE DEL CAUCA,Grupo Comercial Éxito,Pacifico
357,122909,Limpiadores Especializados,Limpiadores De Hornos,1597172,8560,2021-10-11,9800,Santiago De Cali,VALLE DEL CAUCA,Grupo Comercial Éxito,Pacifico
358,122909,Limpiadores Especializados,Limpiadores De Hornos,1597172,9170,2022-01-03,9800,Santiago De Cali,VALLE DEL CAUCA,Grupo Comercial Éxito,Pacifico
359,122910,Limpiadores Especializados,Limpiadores De Hornos,1597172,8560,2021-10-05,9800,Santiago De Cali,VALLE DEL CAUCA,Grupo Comercial Éxito,Pacifico
360,122910,Limpiadores Especializados,Limpiadores De Hornos,1597172,9170,2022-01-03,9800,Santiago De Cali,VALLE DEL CAUCA,Grupo Comercial Éxito,Pacifico
361,122926,Limpiadores Especializados,Pulidores De Metales En Plata,1597172,22550,2021-10-05,21550,Santiago De Cali,VALLE DEL CAUCA,Grupo Comercial Éxito,Pacifico
362,122926,Limpiadores Especializados,Pulidores De Metales En Plata,1597172,22550,2021-10-11,21550,Santiago De Cali,VALLE DEL CAUCA,Grupo Comercial Éxito,Pacifico
363,122926,Limpiadores Especializados,Pulidores De Metales En Plata,1597172,24800,2022-01-03,21550,Santiago De Cali,VALLE DEL CAUCA,Grupo Comercial Éxito,Pacifico
364,123052,Limpia Pisos Especializados,Pisos,1597172,25850,2021-10-11,21000,Santiago De Cali,VALLE DEL CAUCA,Grupo Comercial Éxito,Pacifico
365,123053,Limpia Pisos Especializados,Pisos,1597172,13200,2021-10-05,21000,Santiago De Cali,VALLE DEL CAUCA,Grupo Comercial Éxito,Pacifico
366,123053,Limpia Pisos Especializados,Pisos,1597172,25850,2021-10-11,21000,Santiago De Cali,VALLE DEL CAUCA,Grupo Comercial Éxito,Pacifico
367,122929,Desmanchadores,Liquido Blanco,1597172,6080,2021-10-05,7050,Santiago De Cali,VALLE DEL CAUCA,Grupo Comercial Éxito,Pacifico
368,122930,Desmanchadores,Liquido Rosa,1597172,6080,2021-10-05,7050,Santiago De Cali,VALLE DEL CAUCA,Grupo Comercial Éxito,Pacifico
369,122930,Desmanchadores,Liquido Rosa,1597172,7600,2022-01-03,7050,Santiago De Cali,VALLE DEL CAUCA,Grupo Comercial Éxito,Pacifico
370,122938,Desmanchadores,Liquido Rosa,1597172,23700,2021-10-05,30250,Santiago De Cali,VALLE DEL CAUCA,Grupo Comercial Éxito,Pacifico
371,122938,Desmanchadores,Liquido Rosa,1597172,31000,2022-01-03,30250,Santiago De Cali,VALLE DEL CAUCA,Grupo Comercial Éxito,Pacifico
372,122939,Desmanchadores,Liquido Rosa,1597172,12050,2021-10-05,15900,Santiago De Cali,VALLE DEL CAUCA,Grupo Comercial Éxito,Pacifico
373,122939,Desmanchadores,Liquido Rosa,1597172,15400,2022-01-03,15900,Santiago De Cali,VALLE DEL CAUCA,Grupo Comercial Éxito,Pacifico
374,122942,Desmanchadores,Liquido Blanco,1597172,12050,2021-10-05,15900,Santiago De Cali,VALLE DEL CAUCA,Grupo Comercial Éxito,Pacifico
375,122942,Desmanchadores,Liquido Blanco,1597172,15400,2022-01-03,15900,Santiago De Cali,VALLE DEL CAUCA,Grupo Comercial Éxito,Pacifico
376,122944,Desmanchadores,Polvo Blanco,1597172,31850,2021-10-05,37300,Santiago De Cali,VALLE DEL CAUCA,Grupo Comercial Éxito,Pacifico
377,122944,Desmanchadores,Polvo Blanco,1597172,41750,2022-01-03,37300,Santiago De Cali,VALLE DEL CAUCA,Grupo Comercial Éxito,Pacifico
378,122945,Desmanchadores,Polvo Rosa,1597172,31850,2021-10-05,37300,Santiago De Cali,VALLE DEL CAUCA,Grupo Comercial Éxito,Pacifico
379,122946,Desmanchadores,Polvo Blanco,1597172,24300,2022-01-03,22700,Santiago De Cali,VALLE DEL CAUCA,Grupo Comercial Éxito,Pacifico
