,IDProducto,Categoria,SubCategoria,IDPdv,Valor,Fecha,PreSugerido,Ciudad,Depto,Cadena,Regional
4160,122948,Desmanchadores,Polvo Blanco,1597131,13250,2022-01-24,16400,Bogotá,BOGOTA D.C,Grupo Comercial Éxito,Cundi-Boyaca
4161,122948,Desmanchadores,Polvo Blanco,1597131,14450,2022-02-12,16400,Bogotá,BOGOTA D.C,Grupo Comercial Éxito,Cundi-Boyaca
4162,122948,Desmanchadores,Polvo Blanco,1597131,14450,2022-03-16,16400,Bogotá,BOGOTA D.C,Grupo Comercial Éxito,Cundi-Boyaca
4163,122949,Desmanchadores,Polvo Blanco,1597131,12513,2021-10-01,16400,Bogotá,BOGOTA D.C,Grupo Comercial Éxito,Cundi-Boyaca
4164,122949,Desmanchadores,Polvo Blanco,1597131,12950,2021-12-01,16400,Bogotá,BOGOTA D.C,Grupo Comercial Éxito,Cundi-Boyaca
4165,122949,Desmanchadores,Polvo Blanco,1597131,13250,2022-01-17,16400,Bogotá,BOGOTA D.C,Grupo Comercial Éxito,Cundi-Boyaca
4166,122949,Desmanchadores,Polvo Blanco,1597131,13250,2022-01-24,16400,Bogotá,BOGOTA D.C,Grupo Comercial Éxito,Cundi-Boyaca
4167,122949,Desmanchadores,Polvo Blanco,1597131,14450,2022-02-12,16400,Bogotá,BOGOTA D.C,Grupo Comercial Éxito,Cundi-Boyaca
4168,122949,Desmanchadores,Polvo Blanco,1597131,14450,2022-03-16,16400,Bogotá,BOGOTA D.C,Grupo Comercial Éxito,Cundi-Boyaca
4169,122952,Desmanchadores,Polvo Blanco,1597131,7200,2021-10-01,5950,Bogotá,BOGOTA D.C,Grupo Comercial Éxito,Cundi-Boyaca
4170,122952,Desmanchadores,Polvo Blanco,1597131,9070,2022-01-24,5950,Bogotá,BOGOTA D.C,Grupo Comercial Éxito,Cundi-Boyaca
4171,122952,Desmanchadores,Polvo Blanco,1597131,9070,2022-01-17,5950,Bogotá,BOGOTA D.C,Grupo Comercial Éxito,Cundi-Boyaca
4172,122952,Desmanchadores,Polvo Blanco,1597131,7080,2022-02-12,5950,Bogotá,BOGOTA D.C,Grupo Comercial Éxito,Cundi-Boyaca
4173,122952,Desmanchadores,Polvo Blanco,1597131,7080,2022-03-16,5950,Bogotá,BOGOTA D.C,Grupo Comercial Éxito,Cundi-Boyaca
4174,122953,Desmanchadores,Polvo Rosa,1597131,7200,2021-10-01,5950,Bogotá,BOGOTA D.C,Grupo Comercial Éxito,Cundi-Boyaca
4175,122953,Desmanchadores,Polvo Rosa,1597131,9070,2022-01-17,5950,Bogotá,BOGOTA D.C,Grupo Comercial Éxito,Cundi-Boyaca
4176,122953,Desmanchadores,Polvo Rosa,1597131,9070,2022-01-24,5950,Bogotá,BOGOTA D.C,Grupo Comercial Éxito,Cundi-Boyaca
4177,122953,Desmanchadores,Polvo Rosa,1597131,7080,2022-02-12,5950,Bogotá,BOGOTA D.C,Grupo Comercial Éxito,Cundi-Boyaca
4178,122953,Desmanchadores,Polvo Rosa,1597131,7080,2022-03-16,5950,Bogotá,BOGOTA D.C,Grupo Comercial Éxito,Cundi-Boyaca
4179,123054,Limpia Pisos Especializados,Pisos,1597131,6490,2021-10-23,5500,Bogotá,BOGOTA D.C,Grupo Comercial Éxito,Cundi-Boyaca
4180,123054,Limpia Pisos Especializados,Pisos,1597131,6490,2021-12-01,5500,Bogotá,BOGOTA D.C,Grupo Comercial Éxito,Cundi-Boyaca
4181,123054,Limpia Pisos Especializados,Pisos,1597131,7640,2022-01-24,5500,Bogotá,BOGOTA D.C,Grupo Comercial Éxito,Cundi-Boyaca
4182,123054,Limpia Pisos Especializados,Pisos,1597131,7640,2022-02-12,5500,Bogotá,BOGOTA D.C,Grupo Comercial Éxito,Cundi-Boyaca
4183,123054,Limpia Pisos Especializados,Pisos,1597131,7370,2022-03-16,5500,Bogotá,BOGOTA D.C,Grupo Comercial Éxito,Cundi-Boyaca
4184,123055,Limpia Pisos Especializados,Pisos,1597131,6490,2021-12-01,5500,Bogotá,BOGOTA D.C,Grupo Comercial Éxito,Cundi-Boyaca
4185,123055,Limpia Pisos Especializados,Pisos,1597131,7640,2022-02-12,5500,Bogotá,BOGOTA D.C,Grupo Comercial Éxito,Cundi-Boyaca
4186,123055,Limpia Pisos Especializados,Pisos,1597131,7370,2022-03-16,5500,Bogotá,BOGOTA D.C,Grupo Comercial Éxito,Cundi-Boyaca
4187,122917,Limpia Pisos,Vainilla,1597131,9350,2021-12-01,11950,Bogotá,BOGOTA D.C,Grupo Comercial Éxito,Cundi-Boyaca
4188,122917,Limpia Pisos,Vainilla,1597131,10600,2022-01-24,11950,Bogotá,BOGOTA D.C,Grupo Comercial Éxito,Cundi-Boyaca
4189,122917,Limpia Pisos,Vainilla,1597131,10600,2022-01-24,11950,Bogotá,BOGOTA D.C,Grupo Comercial Éxito,Cundi-Boyaca
4190,122921,Limpia Pisos,Lavanda,1597131,20600,2022-01-24,18150,Bogotá,BOGOTA D.C,Grupo Comercial Éxito,Cundi-Boyaca
4191,122921,Limpia Pisos,Lavanda,1597131,21950,2022-02-12,18150,Bogotá,BOGOTA D.C,Grupo Comercial Éxito,Cundi-Boyaca
4192,122921,Limpia Pisos,Lavanda,1597131,18450,2022-03-16,18150,Bogotá,BOGOTA D.C,Grupo Comercial Éxito,Cundi-Boyaca
4193,122922,Limpia Pisos,Canela Manzana,1597131,20600,2022-01-24,18150,Bogotá,BOGOTA D.C,Grupo Comercial Éxito,Cundi-Boyaca
4194,122922,Limpia Pisos,Canela Manzana,1597131,21950,2022-02-12,18150,Bogotá,BOGOTA D.C,Grupo Comercial Éxito,Cundi-Boyaca
4195,122922,Limpia Pisos,Canela Manzana,1597131,18450,2022-03-16,18150,Bogotá,BOGOTA D.C,Grupo Comercial Éxito,Cundi-Boyaca
4196,123082,Desmanchadores,Liquido Blanco,1597131,12300,2021-10-01,16300,Bogotá,BOGOTA D.C,Grupo Comercial Éxito,Cundi-Boyaca
4197,123082,Desmanchadores,Liquido Blanco,1597131,12300,2021-10-01,16300,Bogotá,BOGOTA D.C,Grupo Comercial Éxito,Cundi-Boyaca
4198,123083,Desmanchadores,Liquido Rosa,1597131,12350,2021-10-01,16300,Bogotá,BOGOTA D.C,Grupo Comercial Éxito,Cundi-Boyaca
4199,124986,Desmanchadores,Prelavado Pistola,1597131,15350,2022-02-12,0,Bogotá,BOGOTA D.C,Grupo Comercial Éxito,Cundi-Boyaca
4200,124986,Desmanchadores,Prelavado Pistola,1597131,15350,2022-03-16,0,Bogotá,BOGOTA D.C,Grupo Comercial Éxito,Cundi-Boyaca
4201,123072,Limpia Pisos,Sanpic Mascotas,1597131,7390,2021-12-01,7950,Bogotá,BOGOTA D.C,Grupo Comercial Éxito,Cundi-Boyaca
4202,123072,Limpia Pisos,Sanpic Mascotas,1597131,9230,2022-02-12,7950,Bogotá,BOGOTA D.C,Grupo Comercial Éxito,Cundi-Boyaca
4203,123077,Limpia Pisos,Lavanda,1597131,6660,2022-03-16,6650,Bogotá,BOGOTA D.C,Grupo Comercial Éxito,Cundi-Boyaca
4204,123078,Limpia Pisos,Vainilla,1597131,6320,2022-01-24,6650,Bogotá,BOGOTA D.C,Grupo Comercial Éxito,Cundi-Boyaca
4205,123078,Limpia Pisos,Vainilla,1597131,6660,2022-02-12,6650,Bogotá,BOGOTA D.C,Grupo Comercial Éxito,Cundi-Boyaca
4206,123078,Limpia Pisos,Vainilla,1597131,6660,2022-03-16,6650,Bogotá,BOGOTA D.C,Grupo Comercial Éxito,Cundi-Boyaca
4207,122892,Betun,Pasta 96gr Negro,1597131,12000,2021-10-23,12600,Bogotá,BOGOTA D.C,Grupo Comercial Éxito,Cundi-Boyaca
4208,122892,Betun,Pasta 96gr Negro,1597131,12000,2021-12-01,12600,Bogotá,BOGOTA D.C,Grupo Comercial Éxito,Cundi-Boyaca
4209,122892,Betun,Pasta 96gr Negro,1597131,12000,2022-01-24,12600,Bogotá,BOGOTA D.C,Grupo Comercial Éxito,Cundi-Boyaca
4210,122892,Betun,Pasta 96gr Negro,1597131,12500,2022-02-12,12600,Bogotá,BOGOTA D.C,Grupo Comercial Éxito,Cundi-Boyaca
4211,122892,Betun,Pasta 96gr Negro,1597131,12500,2022-03-16,12600,Bogotá,BOGOTA D.C,Grupo Comercial Éxito,Cundi-Boyaca
4212,122893,Betun,Cremoso 100ml,1597131,10550,2021-10-01,126735,Bogotá,BOGOTA D.C,Grupo Comercial Éxito,Cundi-Boyaca
4213,122894,Betun,Pasta 65gr Cherry,1597131,8810,2021-12-01,9250,Bogotá,BOGOTA D.C,Grupo Comercial Éxito,Cundi-Boyaca
4214,122894,Betun,Pasta 65gr Cherry,1597131,9160,2022-03-16,9250,Bogotá,BOGOTA D.C,Grupo Comercial Éxito,Cundi-Boyaca
4215,122898,Betun,Liquidos Cherry,1597131,7690,2021-10-01,8250,Bogotá,BOGOTA D.C,Grupo Comercial Éxito,Cundi-Boyaca
4216,122898,Betun,Liquidos Cherry,1597131,7690,2021-10-23,8250,Bogotá,BOGOTA D.C,Grupo Comercial Éxito,Cundi-Boyaca
4217,122898,Betun,Liquidos Cherry,1597131,7690,2021-12-01,8250,Bogotá,BOGOTA D.C,Grupo Comercial Éxito,Cundi-Boyaca
4218,122898,Betun,Liquidos Cherry,1597131,7690,2022-01-24,8250,Bogotá,BOGOTA D.C,Grupo Comercial Éxito,Cundi-Boyaca
4219,122898,Betun,Liquidos Cherry,1597131,7790,2022-02-12,8250,Bogotá,BOGOTA D.C,Grupo Comercial Éxito,Cundi-Boyaca
4220,122898,Betun,Liquidos Cherry,1597131,7790,2022-03-16,8250,Bogotá,BOGOTA D.C,Grupo Comercial Éxito,Cundi-Boyaca
4221,123038,Desinfeccion,Aerosoles,1597131,12600,2021-10-01,13800,Bogotá,BOGOTA D.C,Grupo Comercial Éxito,Cundi-Boyaca
4222,123038,Desinfeccion,Aerosoles,1597131,12600,2021-12-01,13800,Bogotá,BOGOTA D.C,Grupo Comercial Éxito,Cundi-Boyaca
4223,123038,Desinfeccion,Aerosoles,1597131,15900,2022-01-24,13800,Bogotá,BOGOTA D.C,Grupo Comercial Éxito,Cundi-Boyaca
4224,123038,Desinfeccion,Aerosoles,1597131,17300,2022-02-12,13800,Bogotá,BOGOTA D.C,Grupo Comercial Éxito,Cundi-Boyaca
4225,123038,Desinfeccion,Aerosoles,1597131,15900,2022-03-16,13800,Bogotá,BOGOTA D.C,Grupo Comercial Éxito,Cundi-Boyaca
4226,123039,Desinfeccion,Aerosoles,1597131,12600,2021-12-01,13800,Bogotá,BOGOTA D.C,Grupo Comercial Éxito,Cundi-Boyaca
4227,123039,Desinfeccion,Aerosoles,1597131,15900,2022-01-24,13800,Bogotá,BOGOTA D.C,Grupo Comercial Éxito,Cundi-Boyaca
4228,123039,Desinfeccion,Aerosoles,1597131,17300,2022-02-12,13800,Bogotá,BOGOTA D.C,Grupo Comercial Éxito,Cundi-Boyaca
4229,123039,Desinfeccion,Aerosoles,1597131,15900,2022-03-16,13800,Bogotá,BOGOTA D.C,Grupo Comercial Éxito,Cundi-Boyaca
4230,123040,Desinfeccion,Pañitos,1597131,10600,2021-10-01,9800,Bogotá,BOGOTA D.C,Grupo Comercial Éxito,Cundi-Boyaca
4231,123040,Desinfeccion,Pañitos,1597131,10600,2021-12-01,9800,Bogotá,BOGOTA D.C,Grupo Comercial Éxito,Cundi-Boyaca
4232,123040,Desinfeccion,Pañitos,1597131,12650,2022-01-24,9800,Bogotá,BOGOTA D.C,Grupo Comercial Éxito,Cundi-Boyaca
4233,123040,Desinfeccion,Pañitos,1597131,12650,2022-02-12,9800,Bogotá,BOGOTA D.C,Grupo Comercial Éxito,Cundi-Boyaca
4234,123040,Desinfeccion,Pañitos,1597131,12200,2022-03-16,9800,Bogotá,BOGOTA D.C,Grupo Comercial Éxito,Cundi-Boyaca
4235,123043,Desinfeccion,Pañitos,1597131,12650,2022-01-24,9800,Bogotá,BOGOTA D.C,Grupo Comercial Éxito,Cundi-Boyaca
4236,123043,Desinfeccion,Pañitos,1597131,12650,2022-02-12,9800,Bogotá,BOGOTA D.C,Grupo Comercial Éxito,Cundi-Boyaca
4237,123043,Desinfeccion,Pañitos,1597131,12200,2022-03-16,9800,Bogotá,BOGOTA D.C,Grupo Comercial Éxito,Cundi-Boyaca
4238,123048,Desinfeccion,Aerosoles,1597131,12600,2021-12-01,13800,Bogotá,BOGOTA D.C,Grupo Comercial Éxito,Cundi-Boyaca
4239,123048,Desinfeccion,Aerosoles,1597131,15900,2022-01-24,13800,Bogotá,BOGOTA D.C,Grupo Comercial Éxito,Cundi-Boyaca
4240,122901,Limpia Vidrios,Vidrios Pistola,1597131,7850,2021-10-23,9550,Bogotá,BOGOTA D.C,Grupo Comercial Éxito,Cundi-Boyaca
4241,122901,Limpia Vidrios,Vidrios Pistola,1597131,7850,2021-12-01,9550,Bogotá,BOGOTA D.C,Grupo Comercial Éxito,Cundi-Boyaca
4242,122901,Limpia Vidrios,Vidrios Pistola,1597131,8700,2022-01-24,9550,Bogotá,BOGOTA D.C,Grupo Comercial Éxito,Cundi-Boyaca
4243,122901,Limpia Vidrios,Vidrios Pistola,1597131,9240,2022-02-12,9550,Bogotá,BOGOTA D.C,Grupo Comercial Éxito,Cundi-Boyaca
4244,122906,Limpia Vidrios,Vidrios Repuesto,1597131,4990,2021-10-23,6000,Bogotá,BOGOTA D.C,Grupo Comercial Éxito,Cundi-Boyaca
4245,122906,Limpia Vidrios,Vidrios Repuesto,1597131,4990,2021-12-01,6000,Bogotá,BOGOTA D.C,Grupo Comercial Éxito,Cundi-Boyaca
4246,122906,Limpia Vidrios,Vidrios Repuesto,1597131,5940,2022-01-24,6000,Bogotá,BOGOTA D.C,Grupo Comercial Éxito,Cundi-Boyaca
4247,122906,Limpia Vidrios,Vidrios Repuesto,1597131,6310,2022-02-12,6000,Bogotá,BOGOTA D.C,Grupo Comercial Éxito,Cundi-Boyaca
4248,122906,Limpia Vidrios,Vidrios Repuesto,1597131,6240,2022-03-16,6000,Bogotá,BOGOTA D.C,Grupo Comercial Éxito,Cundi-Boyaca
4249,122954,Prelavado,Prelavado Repuesto,1597131,5324,2021-10-01,10700,Bogotá,BOGOTA D.C,Grupo Comercial Éxito,Cundi-Boyaca
4250,122954,Prelavado,Prelavado Repuesto,1597131,7800,2021-12-01,10700,Bogotá,BOGOTA D.C,Grupo Comercial Éxito,Cundi-Boyaca
4251,122954,Prelavado,Prelavado Repuesto,1597131,8930,2022-01-24,10700,Bogotá,BOGOTA D.C,Grupo Comercial Éxito,Cundi-Boyaca
4252,122954,Prelavado,Prelavado Repuesto,1597131,8930,2022-01-17,10700,Bogotá,BOGOTA D.C,Grupo Comercial Éxito,Cundi-Boyaca
4253,122954,Prelavado,Prelavado Repuesto,1597131,10150,2022-02-12,10700,Bogotá,BOGOTA D.C,Grupo Comercial Éxito,Cundi-Boyaca
4254,122954,Prelavado,Prelavado Repuesto,1597131,10150,2022-03-16,10700,Bogotá,BOGOTA D.C,Grupo Comercial Éxito,Cundi-Boyaca
4255,122902,Quitagrasa,Quitagrasa Pistola,1597133,9710,2021-10-23,10450,Medellin,ANTIOQUIA,Grupo Comercial Éxito,Antioquia-Choco
4256,122902,Quitagrasa,Quitagrasa Pistola,1597133,9710,2021-11-04,10450,Medellin,ANTIOQUIA,Grupo Comercial Éxito,Antioquia-Choco
4257,122902,Quitagrasa,Quitagrasa Pistola,1597133,10450,2022-01-18,10450,Medellin,ANTIOQUIA,Grupo Comercial Éxito,Antioquia-Choco
4258,122905,Quitagrasa,Multiusos Repuesto,1597133,7000,2021-10-23,7450,Medellin,ANTIOQUIA,Grupo Comercial Éxito,Antioquia-Choco
4259,122905,Quitagrasa,Multiusos Repuesto,1597133,7000,2021-11-04,7450,Medellin,ANTIOQUIA,Grupo Comercial Éxito,Antioquia-Choco
4260,122905,Quitagrasa,Multiusos Repuesto,1597133,7500,2022-01-18,7450,Medellin,ANTIOQUIA,Grupo Comercial Éxito,Antioquia-Choco
4261,122907,Quitagrasa,Quitagrasa Repuesto,1597133,5460,2021-10-23,6600,Medellin,ANTIOQUIA,Grupo Comercial Éxito,Antioquia-Choco
4262,122907,Quitagrasa,Quitagrasa Repuesto,1597133,5460,2021-11-04,6600,Medellin,ANTIOQUIA,Grupo Comercial Éxito,Antioquia-Choco
4263,122907,Quitagrasa,Quitagrasa Repuesto,1597133,7160,2022-01-18,6600,Medellin,ANTIOQUIA,Grupo Comercial Éxito,Antioquia-Choco
4264,123032,Limpia Baños,Liquido,1597133,15400,2021-10-23,16750,Medellin,ANTIOQUIA,Grupo Comercial Éxito,Antioquia-Choco
4265,123032,Limpia Baños,Liquido,1597133,15400,2021-11-04,16750,Medellin,ANTIOQUIA,Grupo Comercial Éxito,Antioquia-Choco
4266,123032,Limpia Baños,Liquido,1597133,20200,2022-01-18,16750,Medellin,ANTIOQUIA,Grupo Comercial Éxito,Antioquia-Choco
4267,123033,Limpia Baños,Liquido,1597133,15400,2021-10-23,16750,Medellin,ANTIOQUIA,Grupo Comercial Éxito,Antioquia-Choco
4268,123033,Limpia Baños,Liquido,1597133,15400,2021-11-04,16750,Medellin,ANTIOQUIA,Grupo Comercial Éxito,Antioquia-Choco
4269,123033,Limpia Baños,Liquido,1597133,20200,2022-01-18,16750,Medellin,ANTIOQUIA,Grupo Comercial Éxito,Antioquia-Choco
4270,123034,Limpia Baños,Pastillas Blanco,1597133,21750,2022-01-18,9950,Medellin,ANTIOQUIA,Grupo Comercial Éxito,Antioquia-Choco
4271,122956,Detergentes,Ropa Oscura 1800ml,1597133,17350,2021-10-23,21000,Medellin,ANTIOQUIA,Grupo Comercial Éxito,Antioquia-Choco
4272,122956,Detergentes,Ropa Oscura 1800ml,1597133,15938,2022-01-18,21000,Medellin,ANTIOQUIA,Grupo Comercial Éxito,Antioquia-Choco
4273,122956,Detergentes,Ropa Oscura 1800ml,1597133,15938,2022-01-18,21000,Medellin,ANTIOQUIA,Grupo Comercial Éxito,Antioquia-Choco
4274,122957,Detergentes,Todos Los Dias 1800ml,1597133,17350,2021-10-23,19100,Medellin,ANTIOQUIA,Grupo Comercial Éxito,Antioquia-Choco
4275,122957,Detergentes,Todos Los Dias 1800ml,1597133,17550,2021-11-04,19100,Medellin,ANTIOQUIA,Grupo Comercial Éxito,Antioquia-Choco
4276,122957,Detergentes,Todos Los Dias 1800ml,1597133,15938,2022-01-18,19100,Medellin,ANTIOQUIA,Grupo Comercial Éxito,Antioquia-Choco
4277,122958,Detergentes,Todos Los Dias 3785ml,1597133,37750,2021-10-23,43450,Medellin,ANTIOQUIA,Grupo Comercial Éxito,Antioquia-Choco
4278,122958,Detergentes,Todos Los Dias 3785ml,1597133,39900,2021-11-04,43450,Medellin,ANTIOQUIA,Grupo Comercial Éxito,Antioquia-Choco
4279,122958,Detergentes,Todos Los Dias 3785ml,1597133,35625,2022-01-18,43450,Medellin,ANTIOQUIA,Grupo Comercial Éxito,Antioquia-Choco
4280,122959,Detergentes,Ropa Oscura 3785ml,1597133,43850,2021-11-04,47800,Medellin,ANTIOQUIA,Grupo Comercial Éxito,Antioquia-Choco
4281,122959,Detergentes,Ropa Oscura 3785ml,1597133,39150,2022-01-18,47800,Medellin,ANTIOQUIA,Grupo Comercial Éxito,Antioquia-Choco
4282,122969,Detergentes,Ropa Bebe 2000ml,1597133,25950,2021-10-23,30550,Medellin,ANTIOQUIA,Grupo Comercial Éxito,Antioquia-Choco
4283,123036,Limpia Baños,Pastillas Azules,1597133,18000,2021-10-23,18150,Medellin,ANTIOQUIA,Grupo Comercial Éxito,Antioquia-Choco
4284,123036,Limpia Baños,Pastillas Azules,1597133,21150,2022-01-18,18150,Medellin,ANTIOQUIA,Grupo Comercial Éxito,Antioquia-Choco
4285,122911,Lava Vajillas,Tabletas,1597133,37750,2021-10-23,30100,Medellin,ANTIOQUIA,Grupo Comercial Éxito,Antioquia-Choco
4286,122911,Lava Vajillas,Tabletas,1597133,27150,2021-11-04,30100,Medellin,ANTIOQUIA,Grupo Comercial Éxito,Antioquia-Choco
4287,122911,Lava Vajillas,Tabletas,1597133,35550,2022-01-18,30100,Medellin,ANTIOQUIA,Grupo Comercial Éxito,Antioquia-Choco
4288,122912,Lava Vajillas,Abrillantador,1597133,20000,2021-10-23,26400,Medellin,ANTIOQUIA,Grupo Comercial Éxito,Antioquia-Choco
4289,122912,Lava Vajillas,Abrillantador,1597133,20000,2021-11-04,26400,Medellin,ANTIOQUIA,Grupo Comercial Éxito,Antioquia-Choco
4290,122912,Lava Vajillas,Abrillantador,1597133,26200,2022-01-18,26400,Medellin,ANTIOQUIA,Grupo Comercial Éxito,Antioquia-Choco
4291,123030,Lava Vajillas,Polvo,1597133,36500,2021-10-23,40100,Medellin,ANTIOQUIA,Grupo Comercial Éxito,Antioquia-Choco
4292,123030,Lava Vajillas,Polvo,1597133,36500,2021-11-04,40100,Medellin,ANTIOQUIA,Grupo Comercial Éxito,Antioquia-Choco
4293,123056,Cuidado Muebles,Cubrerasguños,1597133,10650,2021-10-23,8850,Medellin,ANTIOQUIA,Grupo Comercial Éxito,Antioquia-Choco
4294,123056,Cuidado Muebles,Cubrerasguños,1597133,10650,2021-11-04,8850,Medellin,ANTIOQUIA,Grupo Comercial Éxito,Antioquia-Choco
4295,123056,Cuidado Muebles,Cubrerasguños,1597133,9590,2022-01-18,8850,Medellin,ANTIOQUIA,Grupo Comercial Éxito,Antioquia-Choco
4296,123058,Cuidado Muebles,Lustramuebles,1597133,11100,2022-01-18,9250,Medellin,ANTIOQUIA,Grupo Comercial Éxito,Antioquia-Choco
4297,122891,Limpiadores Especializados,Bronce Y Otros Pulidores De Metales,1597133,9320,2021-10-23,8500,Medellin,ANTIOQUIA,Grupo Comercial Éxito,Antioquia-Choco
4298,122891,Limpiadores Especializados,Bronce Y Otros Pulidores De Metales,1597133,9320,2021-11-04,8500,Medellin,ANTIOQUIA,Grupo Comercial Éxito,Antioquia-Choco
4299,122891,Limpiadores Especializados,Bronce Y Otros Pulidores De Metales,1597133,10250,2022-01-18,8500,Medellin,ANTIOQUIA,Grupo Comercial Éxito,Antioquia-Choco
4300,122909,Limpiadores Especializados,Limpiadores De Hornos,1597133,9370,2021-10-23,9800,Medellin,ANTIOQUIA,Grupo Comercial Éxito,Antioquia-Choco
4301,122909,Limpiadores Especializados,Limpiadores De Hornos,1597133,9370,2021-11-04,9800,Medellin,ANTIOQUIA,Grupo Comercial Éxito,Antioquia-Choco
4302,122909,Limpiadores Especializados,Limpiadores De Hornos,1597133,10050,2022-01-18,9800,Medellin,ANTIOQUIA,Grupo Comercial Éxito,Antioquia-Choco
4303,122910,Limpiadores Especializados,Limpiadores De Hornos,1597133,9350,2021-10-23,9800,Medellin,ANTIOQUIA,Grupo Comercial Éxito,Antioquia-Choco
4304,122910,Limpiadores Especializados,Limpiadores De Hornos,1597133,9370,2021-11-04,9800,Medellin,ANTIOQUIA,Grupo Comercial Éxito,Antioquia-Choco
4305,122910,Limpiadores Especializados,Limpiadores De Hornos,1597133,10050,2022-01-18,9800,Medellin,ANTIOQUIA,Grupo Comercial Éxito,Antioquia-Choco
4306,122926,Limpiadores Especializados,Pulidores De Metales En Plata,1597133,27250,2021-10-23,21550,Medellin,ANTIOQUIA,Grupo Comercial Éxito,Antioquia-Choco
4307,122926,Limpiadores Especializados,Pulidores De Metales En Plata,1597133,27250,2021-11-04,21550,Medellin,ANTIOQUIA,Grupo Comercial Éxito,Antioquia-Choco
4308,122926,Limpiadores Especializados,Pulidores De Metales En Plata,1597133,27250,2022-01-18,21550,Medellin,ANTIOQUIA,Grupo Comercial Éxito,Antioquia-Choco
4309,123052,Limpia Pisos Especializados,Pisos,1597133,25100,2021-10-23,21000,Medellin,ANTIOQUIA,Grupo Comercial Éxito,Antioquia-Choco
4310,123052,Limpia Pisos Especializados,Pisos,1597133,25100,2021-11-04,21000,Medellin,ANTIOQUIA,Grupo Comercial Éxito,Antioquia-Choco
4311,123052,Limpia Pisos Especializados,Pisos,1597133,29900,2022-01-18,21000,Medellin,ANTIOQUIA,Grupo Comercial Éxito,Antioquia-Choco
4312,123053,Limpia Pisos Especializados,Pisos,1597133,25100,2021-10-23,21000,Medellin,ANTIOQUIA,Grupo Comercial Éxito,Antioquia-Choco
4313,123053,Limpia Pisos Especializados,Pisos,1597133,25100,2021-11-04,21000,Medellin,ANTIOQUIA,Grupo Comercial Éxito,Antioquia-Choco
4314,123053,Limpia Pisos Especializados,Pisos,1597133,29900,2022-01-18,21000,Medellin,ANTIOQUIA,Grupo Comercial Éxito,Antioquia-Choco
4315,122929,Desmanchadores,Liquido Blanco,1597133,6000,2021-10-23,7050,Medellin,ANTIOQUIA,Grupo Comercial Éxito,Antioquia-Choco
4316,122929,Desmanchadores,Liquido Blanco,1597133,5950,2021-11-04,7050,Medellin,ANTIOQUIA,Grupo Comercial Éxito,Antioquia-Choco
4317,122930,Desmanchadores,Liquido Rosa,1597133,6000,2021-10-23,7050,Medellin,ANTIOQUIA,Grupo Comercial Éxito,Antioquia-Choco
4318,122930,Desmanchadores,Liquido Rosa,1597133,5950,2021-11-04,7050,Medellin,ANTIOQUIA,Grupo Comercial Éxito,Antioquia-Choco
4319,122937,Desmanchadores,Liquido Blanco,1597133,24850,2021-10-23,30250,Medellin,ANTIOQUIA,Grupo Comercial Éxito,Antioquia-Choco
4320,122937,Desmanchadores,Liquido Blanco,1597133,27000,2021-11-04,30250,Medellin,ANTIOQUIA,Grupo Comercial Éxito,Antioquia-Choco
4321,122937,Desmanchadores,Liquido Blanco,1597133,32150,2022-01-18,30250,Medellin,ANTIOQUIA,Grupo Comercial Éxito,Antioquia-Choco
4322,122938,Desmanchadores,Liquido Rosa,1597133,24850,2021-10-23,30250,Medellin,ANTIOQUIA,Grupo Comercial Éxito,Antioquia-Choco
4323,122938,Desmanchadores,Liquido Rosa,1597133,27000,2021-11-04,30250,Medellin,ANTIOQUIA,Grupo Comercial Éxito,Antioquia-Choco
4324,122938,Desmanchadores,Liquido Rosa,1597133,32150,2022-01-18,30250,Medellin,ANTIOQUIA,Grupo Comercial Éxito,Antioquia-Choco
4325,122939,Desmanchadores,Liquido Rosa,1597133,12500,2021-10-23,15900,Medellin,ANTIOQUIA,Grupo Comercial Éxito,Antioquia-Choco
4326,122939,Desmanchadores,Liquido Rosa,1597133,13100,2021-11-04,15900,Medellin,ANTIOQUIA,Grupo Comercial Éxito,Antioquia-Choco
4327,122939,Desmanchadores,Liquido Rosa,1597133,15600,2022-01-18,15900,Medellin,ANTIOQUIA,Grupo Comercial Éxito,Antioquia-Choco
4328,122942,Desmanchadores,Liquido Blanco,1597133,12800,2021-10-23,15900,Medellin,ANTIOQUIA,Grupo Comercial Éxito,Antioquia-Choco
4329,122942,Desmanchadores,Liquido Blanco,1597133,13100,2021-11-04,15900,Medellin,ANTIOQUIA,Grupo Comercial Éxito,Antioquia-Choco
4330,122942,Desmanchadores,Liquido Blanco,1597133,15600,2022-01-18,15900,Medellin,ANTIOQUIA,Grupo Comercial Éxito,Antioquia-Choco
4331,122944,Desmanchadores,Polvo Blanco,1597133,33150,2021-10-23,37300,Medellin,ANTIOQUIA,Grupo Comercial Éxito,Antioquia-Choco
4332,122944,Desmanchadores,Polvo Blanco,1597133,33150,2021-11-04,37300,Medellin,ANTIOQUIA,Grupo Comercial Éxito,Antioquia-Choco
4333,122944,Desmanchadores,Polvo Blanco,1597133,41750,2022-01-18,37300,Medellin,ANTIOQUIA,Grupo Comercial Éxito,Antioquia-Choco
4334,122945,Desmanchadores,Polvo Rosa,1597133,33850,2021-10-23,37300,Medellin,ANTIOQUIA,Grupo Comercial Éxito,Antioquia-Choco
